timestamp,open,high,low,close,volume
2024-06-05,9175.0000,9675.0498,8805.9502,9600.4004,58439
2024-05-31,8981.4004,9145.7998,8888.0000,9082.4502,31822
2024-05-24,8810.0000,9020.9004,8737.2998,8951.5996,33690
2024-05-18,9000.5000,9120.0000,8712.0000,8791.7002,40314
2024-05-10,9199.9502,9199.9502,8591.2998,8983.1504,56527
2024-05-03,8965.9502,9252.5000,8734.8496,9098.7500,55035
2024-04-26,8910.5498,8989.0000,8643.0996,8965.5000,64765
2024-04-19,8700.0500,9174.9500,8700.0498,8795.4502,78746
2024-04-12,9015.0498,9130.4502,8905.0000,9070.7002,25117
2024-04-05,9173.7002,9356.0000,8986.2002,9008.6504,74651
2024-03-28,8936.1504,9284.6504,8847.9502,9144.9004,68216
2024-03-22,8349.9502,9050.5000,8298.2002,8935.5996,116908
2024-03-15,8980.5000,9019.9502,8110.0000,8346.2002,56406
2024-03-07,8064.2500,8970.0000,8064.1499,8878.6504,96094
2024-03-01,8465.0000,8542.0000,7892.0000,8039.0000,57518
2024-02-23,8438.1504,8650.0000,8205.0000,8430.0498,104042
2024-02-16,7782.5498,8454.0000,7768.2002,8325.7998,56699
2024-02-09,7750.0000,7833.6499,7635.3999,7782.5498,35177
2024-02-02,7600.0000,7799.5000,7475.0498,7736.7998,64886
2024-01-25,7377.8501,7625.0000,6946.8999,7596.8501,228467
2024-01-12,7049.8501,7420.0000,6975.5000,7300.2002,179341
2024-01-05,6821.8501,7088.0000,6560.0498,6968.1499,70663
2023-12-29,6372.3999,6832.7500,6370.0498,6801.0000,41579
2023-12-22,6270.1001,6485.1001,6232.3501,6365.7998,37481
2023-12-15,6080.2998,6400.0000,6019.7998,6269.8999,111835
2023-12-08,6129.8999,6218.3999,5990.0498,6073.3501,40494
2023-12-01,5988.9502,6128.8999,5915.8999,6046.6001,27236
2023-11-24,5653.3501,5958.8999,5610.0498,5929.7998,58471
2023-11-17,5422.2998,5676.2500,5398.8999,5629.7998,15663
2023-11-10,5394.9502,5454.8501,5350.0000,5391.6001,13937
2023-11-03,5377.8501,5446.7500,5277.0000,5359.1499,132277
2023-10-27,5480.0000,5491.0000,5238.0498,5373.7002,104366
2023-10-20,5053.0000,5514.6499,5037.0000,5488.1001,218079
2023-10-13,5018.2000,5150.0000,4951.0500,5053.0498,62391
2023-10-06,5062.0000,5117.8999,4902.7998,5018.2500,24269
2023-09-29,5001.0000,5124.1499,4984.7998,5062.4502,94643
2023-09-22,5129.0000,5272.2002,4995.1001,5000.0498,115470
2023-09-15,4760.0000,5148.3501,4760.0000,5132.1001,53140
2023-09-08,4721.0498,4782.0000,4623.1001,4760.0000,152505
2023-09-01,4643.8501,4719.5000,4585.3501,4662.6499,172268
2023-08-25,4682.2500,4726.0000,4569.1001,4588.6001,86605
2023-08-18,4598.9502,4669.6001,4544.0000,4613.7500,11167
2023-08-11,4712.0498,4744.0498,4578.3999,4596.4502,69805
2023-08-04,4894.0000,4978.0000,4700.0498,4709.2002,70602
2023-07-28,4854.0000,4919.0500,4778.1000,4895.0498,74444
2023-07-21,4875.0000,4904.9500,4783.8999,4862.6001,111658
2023-07-14,4834.0000,4988.5500,4834.0000,4858.8999,77584
2023-07-07,4685.6000,4936.7000,4582.0500,4829.1001,120832
2023-06-30,4684.9500,4740.0000,4599.1500,4692.2002,77381
2023-06-23,4641.9000,4703.8500,4570.7000,4619.2000,48292
2023-06-16,4728.0000,4793.9000,4623.0000,4642.7500,33175
2023-06-09,4666.7500,4828.8000,4666.7500,4743.6000,44226
2023-06-02,4624.0500,4707.2500,4511.4000,4666.7000,65822
2023-05-26,4450.0000,4663.9000,4450.0000,4611.0000,123687
2023-05-19,4550.0500,4606.7500,4472.0500,4481.9000,125143
2023-05-12,4445.0500,4629.1500,4445.0500,4539.8500,96459
2023-05-05,4430.0500,4505.3500,4427.3000,4459.3000,32572
2023-04-28,4280.0500,4439.4000,4280.0500,4429.4500,76533
2023-04-21,4298.0000,4335.9000,4176.6500,4309.1000,58835
2023-04-13,4030.0000,4305.0000,4030.0000,4288.8000,59994
2023-04-06,3933.2000,4063.1500,3890.3000,4032.8500,34600
2023-03-31,3812.3500,3907.0000,3770.0000,3883.8500,22874
2023-03-24,3780.0000,3945.0000,3780.0000,3825.6500,23074
2023-03-17,3781.0500,3837.7000,3705.0500,3820.6000,26992
2023-03-10,3692.1500,3846.3500,3692.1500,3822.0000,29370
2023-03-03,3805.0000,3805.0000,3625.0500,3733.8500,60575
2023-02-24,3870.0500,3934.4000,3800.9000,3850.6500,18405
2023-02-17,3845.0000,3930.9500,3827.0000,3893.9000,37593
2023-02-10,3852.0000,3897.1000,3800.0000,3832.1000,20368
2023-02-03,3875.0500,3948.1500,3743.8000,3852.3000,42797
2023-01-27,3562.0500,3993.0500,3562.0500,3937.7000,136166
2023-01-20,3577.5500,3636.6000,3551.2000,3573.0000,64836
2023-01-13,3673.6500,3673.6500,3522.0000,3604.5500,27634
2023-01-06,3626.9500,3645.6500,3524.0000,3639.6500,61834
2022-12-30,3543.3000,3641.6500,3524.2500,3615.9000,23143
2022-12-23,3550.0000,3654.8500,3534.4000,3543.3000,21504
2022-12-16,3604.1000,3667.9000,3541.0000,3548.1500,22330
2022-12-09,3659.2500,3706.5500,3602.2000,3617.8500,20421
2022-12-02,3630.0000,3774.3500,3595.5000,3659.2000,49233
2022-11-25,3624.0000,3653.6000,3585.0000,3637.8000,25153
2022-11-18,3720.1500,3798.7000,3623.2000,3631.2000,31453
2022-11-11,3780.5500,3817.5500,3709.0500,3726.4500,44241
2022-11-04,3660.3500,3815.8000,3659.0000,3771.0500,95637
2022-10-28,3673.7000,3725.0500,3607.1500,3668.5000,117566
2022-10-21,3571.0000,3716.6500,3571.0000,3669.2000,167530
2022-10-14,3578.9500,3663.4000,3521.0000,3569.0000,136142
2022-10-07,3539.9500,3665.8000,3475.0000,3601.7500,82570
2022-09-30,3693.9500,3693.9500,3462.0500,3527.1000,28004
2022-09-23,3694.7000,3805.0000,3660.2000,3698.3000,141300
2022-09-16,3830.1500,3917.1500,3677.1500,3694.7000,97497
2022-09-09,4032.1500,4048.0500,3814.1500,3849.9500,251933
2022-09-02,4000.0500,4130.1500,4000.0000,4031.8000,93618
2022-08-26,4066.2000,4121.0500,4011.0000,4052.5500,155263
2022-08-19,4038.0000,4119.4000,4036.3000,4071.6000,69790
2022-08-12,4010.0000,4066.4000,4005.0500,4036.3000,39955
2022-08-05,3915.0000,4043.9000,3915.0000,4014.9500,387795
2022-07-29,4041.0500,4071.7000,3845.3500,3913.4000,72747
2022-07-22,3920.6500,4091.9000,3920.6500,4054.8000,301973
2022-07-15,3810.3000,3920.6500,3800.0000,3913.0500,100531
2022-07-08,3650.0000,3835.0000,3608.5000,3824.4000,143704
2022-07-01,3870.0000,3953.5000,3601.2000,3623.5500,105737
2022-06-24,3639.0000,3841.5500,3577.0000,3812.8000,125904
2022-06-17,3850.0000,4000.0000,3603.7500,3632.6500,116231
2022-06-10,3665.0000,3965.7500,3663.5500,3885.2500,92973
2022-06-03,3860.0000,3956.1000,3651.0000,3670.7000,57928
2022-05-27,3796.0000,3889.9000,3741.1000,3830.4500,39147
2022-05-20,3679.9500,3849.0000,3655.0000,3786.6000,46838
2022-05-13,3504.0000,3735.0000,3480.3000,3640.9000,74700
2022-05-06,3730.0000,3730.0000,3461.3000,3497.7500,156222
2022-04-29,3580.0000,3992.0500,3580.0000,3727.0500,142624
2022-04-22,3700.0000,3773.3000,3625.0000,3644.5000,56232
2022-04-13,3820.0000,3820.0000,3670.0000,3697.9500,16247
2022-04-08,3750.0000,3837.7500,3718.0000,3809.7000,52554
2022-04-01,3665.0000,3746.2000,3634.1000,3738.1000,52371
2022-03-25,3635.0000,3718.9000,3565.0000,3653.1500,48293
2022-03-17,3422.0000,3663.5500,3370.0000,3649.1000,52610
2022-03-11,3200.0000,3441.6000,3125.8000,3423.0500,59687
2022-03-04,3506.5000,3557.3000,3178.0000,3242.3000,76260
2022-02-25,3622.0000,3637.8000,3440.0000,3506.5000,50807
2022-02-18,3422.1500,3660.0000,3422.1500,3635.1000,83791
2022-02-11,3562.0000,3579.3000,3445.5000,3566.8000,55235
