timestamp,open,high,low,close,volume
2024-06-05,511.3000,527.2000,410.0000,460.4000,5458913
2024-05-31,502.4500,502.9000,479.2500,491.2500,1631483
2024-05-24,469.7000,507.3000,469.7000,501.1000,3454934
2024-05-17,451.8000,474.8000,434.8000,470.3500,2153511
2024-05-10,479.8500,481.5000,440.3500,449.4000,3413687
2024-05-03,457.8000,476.3000,449.5500,474.8000,2898399
2024-04-26,441.5500,460.0000,438.3000,455.5500,1638613
2024-04-19,440.2000,456.8500,428.1000,435.2500,1500002
2024-04-12,449.4500,463.5500,437.3000,455.6000,1532041
2024-04-05,436.1000,453.5000,434.7500,446.9000,1262242
2024-03-28,434.7000,440.8000,426.2000,433.7500,754889
2024-03-22,416.0000,436.1500,412.8000,431.3000,1253375
2024-03-15,460.4000,462.8000,401.3000,415.0000,2835851
2024-03-07,452.3500,465.2500,444.7500,458.5500,1740687
2024-03-01,444.1000,448.6000,429.7000,446.3500,1812670
2024-02-23,483.9000,487.5000,427.9000,443.8000,5829693
2024-02-16,459.9500,487.7500,430.3500,479.8500,5747371
2024-02-09,424.2500,468.5000,416.9000,455.7000,4213797
2024-02-02,392.0500,422.8000,391.5000,419.5500,4561368
2024-01-25,402.1500,404.8000,373.5500,389.5000,3902912
2024-01-19,382.4500,387.8000,368.0000,383.7000,4307183
2024-01-12,386.1500,388.8000,376.0000,381.1000,3918731
2024-01-05,378.4500,395.8000,377.3000,384.3500,4130039
2023-12-29,363.8500,382.8500,362.3000,375.9500,2369160
2023-12-22,351.9500,371.7000,342.3000,363.2000,4945337
2023-12-15,351.0500,358.5000,343.9000,349.8500,3049821
2023-12-08,351.9000,362.5500,347.0000,351.0500,4207110
2023-12-01,335.9500,350.9500,333.2500,346.5500,3672304
2023-11-24,348.0000,352.3500,328.9000,332.7000,3225419
2023-11-17,333.3500,359.8000,330.3500,345.2500,3607907
2023-11-10,314.7500,326.1000,313.0500,323.4500,1805072
2023-11-03,315.4000,317.0000,306.0000,311.9000,1351961
2023-10-27,312.9500,317.0000,302.8500,313.9500,1278064
2023-10-20,308.8500,319.5500,307.2000,312.3000,1291550
2023-10-13,286.0000,310.7500,283.1500,307.8000,2001720
2023-10-06,297.9500,297.9500,284.0000,287.7500,934919
2023-09-29,284.2500,297.4500,281.2000,295.1500,2975516
2023-09-22,279.3000,288.0000,274.5000,283.4000,1827482
2023-09-15,284.9000,284.9000,268.8000,279.3000,3643528
