timestamp,open,high,low,close,volume
2024-06-05,1705.0000,1848.0000,1544.1000,1827.6000,698745
2024-06-04,2040.0000,2040.0000,1630.1500,1646.4000,638887
2024-06-03,2100.1001,2173.6499,1951.0000,2037.6500,676309
2024-05-31,1887.5000,1995.0000,1869.9000,1915.2500,134643
2024-05-30,1860.9500,1892.8500,1839.0500,1874.2500,66498
2024-05-29,1877.9500,1905.5500,1866.2000,1880.9000,26233
2024-05-28,1939.9500,1939.9500,1867.0000,1891.3500,33783
2024-05-27,1944.9000,1956.1500,1890.1500,1928.1000,45669
2024-05-24,1891.1500,1948.9500,1890.0000,1925.4000,172844
2024-05-23,1877.9500,1908.0000,1846.5500,1889.1500,51948
2024-05-22,1875.1500,1898.2000,1860.0000,1865.8500,25313
2024-05-21,1831.9000,1919.3500,1808.3000,1858.7500,147340
2024-05-18,1839.9000,1839.9000,1825.0000,1832.4000,3368
2024-05-17,1843.0000,1843.0000,1819.6000,1832.0000,18947
2024-05-16,1848.0000,1858.2500,1806.0000,1843.7500,28656
2024-05-15,1789.5000,1844.0000,1781.4500,1837.6000,164541
2024-05-14,1716.1500,1799.9500,1685.4500,1789.5000,36673
2024-05-13,1713.6500,1728.1500,1660.0000,1715.0500,50679
2024-05-10,1731.8000,1758.1500,1704.0000,1713.8000,80777
2024-05-09,1780.0500,1819.8000,1703.0000,1713.6500,69350
2024-05-08,1734.8500,1798.9500,1725.1000,1774.6500,25427
2024-05-07,1762.0000,1790.0000,1712.5000,1725.1000,30863
2024-05-06,1762.1500,1785.0000,1750.0000,1765.3500,29672
2024-05-03,1789.1000,1818.4500,1745.0000,1798.1500,113110
2024-05-02,1798.0000,1804.5500,1760.0000,1787.2000,70628
2024-04-30,1812.1000,1836.4000,1791.2500,1797.6500,17941
2024-04-29,1828.7000,1828.7000,1797.1000,1806.6000,17758
2024-04-26,1815.4500,1823.6500,1795.0000,1805.6000,46364
2024-04-25,1823.6500,1823.6500,1792.0000,1813.1000,15497
2024-04-24,1821.3500,1838.5500,1795.1500,1808.2000,49183
2024-04-23,1806.3000,1839.7000,1800.0000,1818.8000,28393
2024-04-22,1804.0000,1814.8500,1779.3500,1793.5500,60560
2024-04-19,1755.4500,1783.2000,1731.0000,1770.7500,107070
2024-04-18,1830.0000,1850.0000,1761.4500,1776.0500,92076
2024-04-16,1802.1000,1836.0000,1802.1000,1811.9500,64322
2024-04-15,1808.0000,1845.6000,1794.8000,1815.8500,186078
2024-04-12,1908.0000,1922.8000,1880.0000,1884.6000,27862
2024-04-10,1929.3500,1929.3500,1893.6000,1907.4000,27704
2024-04-09,1933.0000,1945.2500,1907.6000,1916.1000,68421
2024-04-08,1950.0000,1973.9500,1905.0000,1920.3500,164332
2024-04-05,1890.5000,1937.0500,1875.6000,1902.5000,43129
2024-04-04,1899.8500,1922.0000,1880.0000,1890.0000,106587
2024-04-03,1893.3500,1904.6500,1875.8000,1879.5500,60274
2024-04-02,1888.2500,1905.9000,1872.8000,1893.3500,22413
2024-04-01,1859.0000,1909.4500,1859.0000,1887.6500,30950
2024-03-28,1837.2500,1861.4500,1819.5000,1833.9500,75531
2024-03-27,1879.9500,1893.9000,1805.0000,1824.2500,42395
2024-03-26,1843.6000,1938.4000,1839.5000,1858.3500,35045
2024-03-22,1864.9500,1864.9500,1838.3000,1850.9000,19283
2024-03-21,1855.6000,1870.2500,1832.7500,1854.0500,16795
2024-03-20,1831.9000,1862.5500,1814.0000,1847.4500,64912
2024-03-19,1869.0000,1890.8000,1801.9000,1821.7000,102022
2024-03-18,1819.6500,1899.3500,1749.7500,1870.1000,71531
2024-03-15,1929.5500,1944.0500,1869.7500,1901.8000,50200
2024-03-14,1716.0500,1912.1500,1661.2000,1893.3000,343528
2024-03-13,1897.1000,1916.2000,1645.0000,1726.5500,384165
2024-03-12,1915.2500,1938.7000,1875.0000,1898.7500,31637
2024-03-11,1929.0000,1982.0000,1903.8500,1928.4000,103007
2024-03-07,1932.9500,1948.1000,1910.4500,1930.5000,64142
2024-03-06,1964.7500,1964.7500,1894.7500,1911.3500,29982
2024-03-05,1943.0000,1969.7500,1937.2000,1946.9500,62439
2024-03-04,1975.1500,1998.2000,1931.0000,1942.1000,30068
2024-03-01,1932.9500,1997.8000,1931.3500,1968.2000,159554
2024-02-29,1920.0000,1946.9500,1855.5500,1909.1500,136386
2024-02-28,1994.7000,1995.0000,1890.7500,1918.7500,60615
